city,date,avg_temp,max_temp,total_precip,humidity,is_event_day
Dar es Salaam,2019-05-08,24.9,27.3,16.8,88,1
Dar es Salaam,2019-04-08,26.3,28.3,9.43,85,0
Dar es Salaam,2019-04-09,26.8,28.8,8.8,83,0
Dar es Salaam,2019-04-10,27.2,30.4,3.8,81,0
Dar es Salaam,2019-04-11,26.7,29.3,9.38,85,0
Dar es Salaam,2019-04-12,26.7,29.3,16.21,84,0
Dar es Salaam,2019-04-13,26.9,30.1,8.3,83,0
Dar es Salaam,2019-04-14,27.6,31.6,2.1,80,0
Dar es Salaam,2019-04-15,28.1,32.0,1.7,77,0
Dar es Salaam,2019-04-16,28.1,31.4,3.5,77,0
Dar es Salaam,2019-04-17,28.7,32.2,3.5,76,0
Dar es Salaam,2019-04-18,27.9,31.4,3.4,80,0
Dar es Salaam,2019-04-19,27.0,29.4,5.32,85,0
Dar es Salaam,2019-04-20,26.6,28.8,10.59,88,0
Dar es Salaam,2019-04-21,27.1,29.7,4.85,82,0
Dar es Salaam,2019-04-22,26.9,29.2,5.9,84,0
Dar es Salaam,2019-04-23,26.9,29.8,2.5,85,0
Dar es Salaam,2019-04-24,28.0,31.9,0.1,77,0
Dar es Salaam,2019-04-25,28.1,31.8,0.0,69,0
Dar es Salaam,2019-04-26,28.6,32.6,0.0,75,0
Dar es Salaam,2019-04-27,28.9,32.2,1.4,78,0
Dar es Salaam,2019-04-28,27.9,31.8,15.77,83,0
Dar es Salaam,2019-04-29,27.1,29.9,7.25,85,0
Dar es Salaam,2019-04-30,26.2,29.0,9.95,87,0
Dar es Salaam,2019-05-01,26.3,29.1,20.45,82,0
Dar es Salaam,2019-05-02,26.3,29.5,8.35,83,0
Dar es Salaam,2019-05-03,25.8,27.9,12.1,86,0
Dar es Salaam,2019-05-04,26.1,28.9,1.2,87,0
Dar es Salaam,2019-05-05,25.4,27.6,24.28,91,0
Dar es Salaam,2019-05-06,25.3,27.5,21.4,91,0
Dar es Salaam,2019-05-07,25.5,27.4,5.6,90,0
Dar es Salaam,2019-05-08,24.9,27.3,16.8,88,1
Morogoro,2019-09-12,24.1,29.8,0.9,64,0
Morogoro,2019-09-13,24.1,30.0,0.9,61,0
Morogoro,2019-09-14,24.7,30.6,1.0,61,0
Morogoro,2019-09-15,24.1,29.9,0.0,59,0
Morogoro,2019-09-16,23.6,29.0,1.0,62,0
Morogoro,2019-09-17,23.8,29.0,0.2,62,0
Morogoro,2019-09-18,23.6,29.2,0.0,61,0
Morogoro,2019-09-19,23.9,29.8,0.0,60,0
Morogoro,2019-09-20,23.9,29.7,0.0,61,0
Morogoro,2019-09-21,24.4,30.5,0.1,59,0
Morogoro,2019-09-22,24.4,30.7,0.1,57,0
Morogoro,2019-09-23,24.1,30.3,0.9,60,0
Morogoro,2019-09-24,24.3,30.2,0.0,62,0
Morogoro,2019-09-25,23.9,30.5,3.0,60,0
Morogoro,2019-09-26,23.4,27.6,2.4,68,0
Morogoro,2019-09-27,23.5,27.5,1.3,63,0
Morogoro,2019-09-28,23.9,30.0,0.0,58,0
Morogoro,2019-09-29,24.8,31.1,0.4,62,0
Morogoro,2019-09-30,25.4,31.4,3.4,65,0
Morogoro,2019-10-01,24.7,30.6,7.2,68,0
Morogoro,2019-10-02,24.6,30.1,7.0,64,0
Morogoro,2019-10-03,23.5,26.8,11.8,67,0
Morogoro,2019-10-04,22.3,27.5,5.0,70,0
Morogoro,2019-10-05,21.3,23.9,20.7,86,0
Morogoro,2019-10-06,23.0,27.9,2.7,72,0
Morogoro,2019-10-07,22.8,27.3,4.3,73,0
Morogoro,2019-10-08,21.7,24.8,20.5,78,0
Morogoro,2019-10-09,20.4,21.6,42.73,93,0
Morogoro,2019-10-10,21.7,25.0,16.1,86,0
Morogoro,2019-10-11,22.4,25.7,21.4,84,0
Morogoro,2019-10-12,22.9,26.3,11.0,76,1
Pwani,2019-09-13,25.3,29.3,2.0,78,0
Pwani,2019-09-14,25.4,29.3,1.5,77,0
Pwani,2019-09-15,25.8,30.6,0.2,74,0
Pwani,2019-09-16,25.6,29.9,2.0,74,0
Pwani,2019-09-17,25.6,30.7,0.7,75,0
Pwani,2019-09-18,25.6,30.4,0.2,73,0
Pwani,2019-09-19,25.3,30.3,0.4,74,0
Pwani,2019-09-20,25.7,30.7,0.5,74,0
Pwani,2019-09-21,25.3,30.0,3.6,74,0
Pwani,2019-09-22,25.6,30.3,0.4,70,0
Pwani,2019-09-23,25.6,29.4,0.9,73,0
Pwani,2019-09-24,26.3,30.7,0.7,71,0
Pwani,2019-09-25,26.0,29.5,8.8,72,0
Pwani,2019-09-26,26.1,29.6,1.0,71,0
Pwani,2019-09-27,25.8,30.0,0.6,70,0
Pwani,2019-09-28,25.9,31.7,0.0,71,0
Pwani,2019-09-29,26.2,30.8,0.5,79,0
Pwani,2019-09-30,26.4,30.3,2.3,82,0
Pwani,2019-10-01,26.9,31.0,1.3,79,0
Pwani,2019-10-02,26.5,30.2,11.25,77,0
Pwani,2019-10-03,26.5,29.6,1.7,74,0
Pwani,2019-10-04,26.0,29.2,3.0,77,0
Pwani,2019-10-05,25.3,27.3,28.85,85,0
Pwani,2019-10-06,25.9,29.4,1.0,78,0
Pwani,2019-10-07,25.4,28.6,7.2,79,0
Pwani,2019-10-08,24.8,27.6,36.25,86,0
Pwani,2019-10-09,24.5,25.6,44.35,90,0
Pwani,2019-10-10,25.2,27.4,97.2,89,0
Pwani,2019-10-11,25.4,27.6,28.0,88,0
Pwani,2019-10-12,25.8,28.5,22.0,83,0
Pwani,2019-10-13,25.8,28.4,2.3,84,1
Tanga,2019-09-13,25.0,28.8,3.2,81,0
Tanga,2019-09-14,25.2,28.6,3.2,80,0
Tanga,2019-09-15,25.2,28.9,2.2,77,0
Tanga,2019-09-16,25.0,29.0,2.4,75,0
Tanga,2019-09-17,25.0,29.1,2.2,80,0
Tanga,2019-09-18,25.0,28.7,0.7,75,0
Tanga,2019-09-19,24.8,29.3,0.0,76,0
Tanga,2019-09-20,25.2,29.4,0.8,76,0
Tanga,2019-09-21,25.0,28.8,3.0,76,0
Tanga,2019-09-22,24.6,29.2,0.9,74,0
Tanga,2019-09-23,25.1,28.7,3.2,76,0
Tanga,2019-09-24,25.5,29.6,3.4,75,0
Tanga,2019-09-25,25.4,28.5,12.0,75,0
Tanga,2019-09-26,25.7,28.8,12.0,76,0
Tanga,2019-09-27,25.0,28.2,5.0,77,0
Tanga,2019-09-28,25.1,29.3,0.4,74,0
Tanga,2019-09-29,25.7,30.0,0.4,77,0
Tanga,2019-09-30,26.1,29.8,2.6,81,0
Tanga,2019-10-01,26.5,30.2,11.65,79,0
Tanga,2019-10-02,26.6,30.7,1.1,76,0
Tanga,2019-10-03,25.3,28.3,66.6,80,0
Tanga,2019-10-04,25.5,29.8,3.7,76,0
Tanga,2019-10-05,24.4,26.7,36.4,85,0
Tanga,2019-10-06,25.4,29.6,4.0,77,0
Tanga,2019-10-07,25.2,29.1,2.9,77,0
Tanga,2019-10-08,24.8,27.2,35.35,79,0
Tanga,2019-10-09,25.1,27.9,154.14,84,0
Tanga,2019-10-10,25.5,28.8,14.9,82,0
Tanga,2019-10-11,25.6,28.1,10.6,82,0
Tanga,2019-10-12,25.1,27.7,48.25,86,0
Tanga,2019-10-13,25.6,28.6,18.4,82,1
Iringa,2019-12-28,19.5,22.5,14.0,89,0
Iringa,2019-12-29,19.1,22.2,16.4,89,0
Iringa,2019-12-30,19.0,23.0,10.4,83,0
Iringa,2019-12-31,19.1,22.8,9.1,85,0
Iringa,2020-01-01,19.3,23.9,1.4,83,0
Iringa,2020-01-02,19.1,23.0,1.3,83,0
Iringa,2020-01-03,19.5,23.8,0.5,80,0
Iringa,2020-01-04,19.5,24.2,0.1,78,0
Iringa,2020-01-05,19.2,24.8,1.9,79,0
Iringa,2020-01-06,19.5,24.2,4.8,80,0
Iringa,2020-01-07,19.6,24.6,2.1,78,0
Iringa,2020-01-08,19.9,25.2,0.0,78,0
Iringa,2020-01-09,19.8,25.6,5.45,80,0
Iringa,2020-01-10,19.2,24.5,5.95,82,0
Iringa,2020-01-11,18.5,22.0,2.65,89,0
Iringa,2020-01-12,17.4,19.7,7.31,96,0
Iringa,2020-01-13,17.8,21.7,4.0,93,0
Iringa,2020-01-14,18.2,21.7,5.3,87,0
Iringa,2020-01-15,19.1,22.6,1.0,88,0
Iringa,2020-01-16,18.5,21.5,5.5,90,0
Iringa,2020-01-17,18.9,22.4,10.0,89,0
Iringa,2020-01-18,17.7,20.1,10.2,96,0
Iringa,2020-01-19,18.4,22.8,10.5,88,0
Iringa,2020-01-20,19.1,22.7,0.8,87,0
Iringa,2020-01-21,20.0,24.4,2.2,81,0
Iringa,2020-01-22,19.7,24.0,8.0,83,0
Iringa,2020-01-23,18.3,21.9,26.2,90,0
Iringa,2020-01-24,18.1,21.2,9.9,94,0
Iringa,2020-01-25,18.0,20.7,40.8,93,0
Iringa,2020-01-26,18.1,21.2,6.4,93,0
Iringa,2020-01-27,18.3,21.1,5.0,91,1
Lindi,2019-12-27,27.4,29.0,9.9,84,0
Lindi,2019-12-28,26.1,27.5,60.26,90,0
Lindi,2019-12-29,25.3,25.9,35.0,90,0
Lindi,2019-12-30,26.8,28.6,27.34,87,0
Lindi,2019-12-31,27.3,28.9,3.6,85,0
Lindi,2020-01-01,28.0,29.4,2.0,82,0
Lindi,2020-01-02,27.8,28.8,5.8,83,0
Lindi,2020-01-03,27.5,29.1,0.0,82,0
Lindi,2020-01-04,27.4,29.6,2.5,82,0
Lindi,2020-01-05,27.1,29.4,0.6,82,0
Lindi,2020-01-06,27.2,29.3,0.8,82,0
Lindi,2020-01-07,27.7,29.9,0.7,81,0
Lindi,2020-01-08,27.9,30.1,0.9,79,0
Lindi,2020-01-09,27.8,29.9,0.9,79,0
Lindi,2020-01-10,27.9,30.2,0.8,75,0
Lindi,2020-01-11,27.4,29.9,4.6,77,0
Lindi,2020-01-12,27.3,29.8,11.1,80,0
Lindi,2020-01-13,27.1,29.5,7.1,80,0
Lindi,2020-01-14,27.3,28.7,21.8,78,0
Lindi,2020-01-15,27.4,29.1,22.25,81,0
Lindi,2020-01-16,26.6,28.2,12.45,85,0
Lindi,2020-01-17,27.1,29.6,3.6,83,0
Lindi,2020-01-18,27.7,29.2,11.8,83,0
Lindi,2020-01-19,28.1,29.5,7.6,84,0
Lindi,2020-01-20,28.2,29.5,1.8,84,0
Lindi,2020-01-21,28.1,29.4,4.5,84,0
Lindi,2020-01-22,26.9,28.7,38.0,85,0
Lindi,2020-01-23,25.8,26.9,37.85,90,0
Lindi,2020-01-24,26.0,28.4,31.1,85,0
Lindi,2020-01-25,24.7,26.2,41.2,88,0
Lindi,2020-01-26,26.1,28.0,5.7,85,1
Lindi,2019-12-30,26.8,28.6,27.34,87,0
Lindi,2019-12-31,27.3,28.9,3.6,85,0
Lindi,2020-01-01,28.0,29.4,2.0,82,0
Lindi,2020-01-02,27.8,28.8,5.8,83,0
Lindi,2020-01-03,27.5,29.1,0.0,82,0
Lindi,2020-01-04,27.4,29.6,2.5,82,0
Lindi,2020-01-05,27.1,29.4,0.6,82,0
Lindi,2020-01-06,27.2,29.3,0.8,82,0
Lindi,2020-01-07,27.7,29.9,0.7,81,0
Lindi,2020-01-08,27.9,30.1,0.9,79,0
Lindi,2020-01-09,27.8,29.9,0.9,79,0
Lindi,2020-01-10,27.9,30.2,0.8,75,0
Lindi,2020-01-11,27.4,29.9,4.6,77,0
Lindi,2020-01-12,27.3,29.8,11.1,80,0
Lindi,2020-01-13,27.1,29.5,7.1,80,0
Lindi,2020-01-14,27.3,28.7,21.8,78,0
Lindi,2020-01-15,27.4,29.1,22.25,81,0
Lindi,2020-01-16,26.6,28.2,12.45,85,0
Lindi,2020-01-17,27.1,29.6,3.6,83,0
Lindi,2020-01-18,27.7,29.2,11.8,83,0
Lindi,2020-01-19,28.1,29.5,7.6,84,0
Lindi,2020-01-20,28.2,29.5,1.8,84,0
Lindi,2020-01-21,28.1,29.4,4.5,84,0
Lindi,2020-01-22,26.9,28.7,38.0,85,0
Lindi,2020-01-23,25.8,26.9,37.85,90,0
Lindi,2020-01-24,26.0,28.4,31.1,85,0
Lindi,2020-01-25,24.7,26.2,41.2,88,0
Lindi,2020-01-26,26.1,28.0,5.7,85,0
Lindi,2020-01-27,26.7,28.0,2.9,84,0
Lindi,2020-01-28,27.1,28.8,5.2,84,0
Lindi,2020-01-29,27.1,28.6,5.8,84,1
Dar es Salaam,2018-03-15,27.4,31.1,12.28,78,0
Dar es Salaam,2018-03-16,27.7,31.8,7.5,78,0
Dar es Salaam,2018-03-17,28.8,33.0,2.4,72,0
Dar es Salaam,2018-03-18,27.9,31.2,10.5,75,0
Dar es Salaam,2018-03-19,27.4,29.8,19.0,80,0
Dar es Salaam,2018-03-20,27.8,31.1,1.4,79,0
Dar es Salaam,2018-03-21,28.1,32.3,0.3,74,0
Dar es Salaam,2018-03-22,27.9,31.6,2.1,72,0
Dar es Salaam,2018-03-23,27.7,32.3,7.7,75,0
Dar es Salaam,2018-03-24,27.6,31.1,3.1,76,0
Dar es Salaam,2018-03-25,27.1,30.3,21.1,78,0
Dar es Salaam,2018-03-26,26.5,30.9,14.6,80,0
Dar es Salaam,2018-03-27,26.4,29.1,24.0,79,0
Dar es Salaam,2018-03-28,27.3,31.3,2.1,75,0
Dar es Salaam,2018-03-29,27.8,32.5,0.5,71,0
Dar es Salaam,2018-03-30,27.4,31.1,1.0,75,0
Dar es Salaam,2018-03-31,27.4,30.6,4.9,79,0
Dar es Salaam,2018-04-01,27.1,31.3,0.8,79,0
Dar es Salaam,2018-04-02,27.0,30.6,2.0,80,0
Dar es Salaam,2018-04-03,26.0,28.4,11.9,85,0
Dar es Salaam,2018-04-04,25.6,28.4,7.8,83,0
Dar es Salaam,2018-04-05,25.5,28.5,27.15,85,0
Dar es Salaam,2018-04-06,25.9,28.9,10.35,84,0
Dar es Salaam,2018-04-07,25.9,28.3,9.3,87,0
Dar es Salaam,2018-04-08,25.6,27.6,5.7,88,0
Dar es Salaam,2018-04-09,25.7,27.9,24.4,86,0
Dar es Salaam,2018-04-10,26.6,30.0,8.5,82,0
Dar es Salaam,2018-04-11,26.8,31.1,6.6,82,0
Dar es Salaam,2018-04-12,26.4,29.2,9.28,84,0
Dar es Salaam,2018-04-13,24.8,26.2,33.97,92,0
Dar es Salaam,2018-04-14,25.5,28.9,17.57,88,1
Mara,2018-03-15,21.0,22.8,25.36,85,0
Mara,2018-03-16,20.4,23.2,5.4,84,0
Mara,2018-03-17,21.9,25.2,0.0,78,0
Mara,2018-03-18,22.4,25.9,1.1,75,0
Mara,2018-03-19,21.4,24.9,18.0,79,0
Mara,2018-03-20,22.1,25.3,8.95,76,0
Mara,2018-03-21,21.9,26.2,8.8,77,0
Mara,2018-03-22,22.7,27.5,1.5,72,0
Mara,2018-03-23,23.2,27.7,0.0,68,0
Mara,2018-03-24,23.9,28.0,0.7,66,0
Mara,2018-03-25,23.3,26.0,4.1,67,0
Mara,2018-03-26,23.3,26.8,1.0,67,0
Mara,2018-03-27,23.3,27.5,0.2,70,0
Mara,2018-03-28,23.1,26.8,2.6,68,0
Mara,2018-03-29,22.6,26.7,3.05,71,0
Mara,2018-03-30,22.9,26.5,3.2,70,0
Mara,2018-03-31,22.9,26.9,1.9,69,0
Mara,2018-04-01,22.8,26.9,5.4,69,0
Mara,2018-04-02,22.9,27.5,4.6,71,0
Mara,2018-04-03,22.6,26.3,25.4,71,0
Mara,2018-04-04,21.5,24.3,14.5,80,0
Mara,2018-04-05,20.7,22.8,20.6,82,0
Mara,2018-04-06,22.2,25.2,6.6,74,0
Mara,2018-04-07,21.9,24.6,4.0,77,0
Mara,2018-04-08,21.2,23.1,20.5,83,0
Mara,2018-04-09,21.5,24.1,7.3,78,0
Mara,2018-04-10,22.4,26.2,3.6,75,0
Mara,2018-04-11,22.9,26.8,18.75,74,0
Mara,2018-04-12,21.9,24.4,14.3,78,0
Mara,2018-04-13,22.0,25.4,3.7,76,0
Mara,2018-04-14,21.1,23.3,10.95,82,1
Mara,2018-03-15,21.0,22.8,25.36,85,0
Mara,2018-03-16,20.4,23.2,5.4,84,0
Mara,2018-03-17,21.9,25.2,0.0,78,0
Mara,2018-03-18,22.4,25.9,1.1,75,0
Mara,2018-03-19,21.4,24.9,18.0,79,0
Mara,2018-03-20,22.1,25.3,8.95,76,0
Mara,2018-03-21,21.9,26.2,8.8,77,0
Mara,2018-03-22,22.7,27.5,1.5,72,0
Mara,2018-03-23,23.2,27.7,0.0,68,0
Mara,2018-03-24,23.9,28.0,0.7,66,0
Mara,2018-03-25,23.3,26.0,4.1,67,0
Mara,2018-03-26,23.3,26.8,1.0,67,0
Mara,2018-03-27,23.3,27.5,0.2,70,0
Mara,2018-03-28,23.1,26.8,2.6,68,0
Mara,2018-03-29,22.6,26.7,3.05,71,0
Mara,2018-03-30,22.9,26.5,3.2,70,0
Mara,2018-03-31,22.9,26.9,1.9,69,0
Mara,2018-04-01,22.8,26.9,5.4,69,0
Mara,2018-04-02,22.9,27.5,4.6,71,0
Mara,2018-04-03,22.6,26.3,25.4,71,0
Mara,2018-04-04,21.5,24.3,14.5,80,0
Mara,2018-04-05,20.7,22.8,20.6,82,0
Mara,2018-04-06,22.2,25.2,6.6,74,0
Mara,2018-04-07,21.9,24.6,4.0,77,0
Mara,2018-04-08,21.2,23.1,20.5,83,0
Mara,2018-04-09,21.5,24.1,7.3,78,0
Mara,2018-04-10,22.4,26.2,3.6,75,0
Mara,2018-04-11,22.9,26.8,18.75,74,0
Mara,2018-04-12,21.9,24.4,14.3,78,0
Mara,2018-04-13,22.0,25.4,3.7,76,0
Mara,2018-04-14,21.1,23.3,10.95,82,1
Mwanza,2018-03-15,21.6,23.8,14.77,77,0
Mwanza,2018-03-16,20.9,22.9,15.15,80,0
Mwanza,2018-03-17,22.4,25.0,0.4,75,0
Mwanza,2018-03-18,22.9,26.1,7.85,70,0
Mwanza,2018-03-19,21.2,23.2,13.1,77,0
Mwanza,2018-03-20,21.8,24.9,17.76,75,0
Mwanza,2018-03-21,21.8,25.5,13.5,73,0
Mwanza,2018-03-22,22.7,27.0,2.39,71,0
Mwanza,2018-03-23,23.5,27.8,0.0,66,0
Mwanza,2018-03-24,23.8,28.0,0.0,66,0
Mwanza,2018-03-25,23.1,26.1,0.3,69,0
Mwanza,2018-03-26,23.0,26.9,12.8,71,0
Mwanza,2018-03-27,23.3,27.2,3.1,71,0
Mwanza,2018-03-28,23.2,27.3,4.4,67,0
Mwanza,2018-03-29,22.6,26.3,1.9,72,0
Mwanza,2018-03-30,22.9,26.9,1.0,68,0
Mwanza,2018-03-31,23.4,27.4,0.6,65,0
Mwanza,2018-04-01,22.8,26.0,7.15,72,0
Mwanza,2018-04-02,22.7,27.3,14.7,70,0
Mwanza,2018-04-03,21.9,24.1,10.8,80,0
Mwanza,2018-04-04,20.2,22.3,17.85,85,0
Mwanza,2018-04-05,21.1,24.4,7.7,78,0
Mwanza,2018-04-06,22.3,25.8,8.1,75,0
Mwanza,2018-04-07,21.6,23.9,15.45,77,0
Mwanza,2018-04-08,21.2,23.3,18.75,81,0
Mwanza,2018-04-09,21.3,23.8,21.35,77,0
Mwanza,2018-04-10,22.3,25.4,4.6,73,0
Mwanza,2018-04-11,22.6,25.9,10.76,74,0
Mwanza,2018-04-12,21.9,24.1,23.7,77,0
Mwanza,2018-04-13,22.4,25.9,2.1,72,0
Mwanza,2018-04-14,21.0,23.5,17.8,80,1
